name,author,narrator,duration_minutes,release_date,language,star_rating,num_ratings,price_inr
ヴォイニッチの科学書　有料版　2009年8月1週目,"中西貴之,BJ","中西貴之,BJ",37,2015-05-26,Japanese,,,139.0
2011年7月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",170,2015-06-11,Japanese,,,558.0
ヴォイニッチの科学書　有料版　2009年6月4週目,"中西貴之,BJ","中西貴之,BJ",29,2015-05-26,Japanese,,,139.0
2009年11月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",127,2015-06-11,Japanese,,,558.0
2011年8月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",124,2015-06-11,Japanese,,,558.0
2014年5月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",35,2018-05-16,Japanese,,,139.0
2011年3月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",35,2018-05-16,Japanese,,,139.0
2013年4月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2015-05-25,Japanese,,,139.0
2012年8月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",53,2015-05-25,Japanese,,,139.0
2011年1月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",23,2018-05-16,Japanese,,,139.0
2010年11月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",194,2015-06-11,Japanese,,,697.0
2009年5月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",71,2015-06-11,Japanese,,,279.0
2010年2月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",116,2015-06-11,Japanese,,,279.0
2010年6月1週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",30,2015-06-09,Japanese,,,139.0
2014年7月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2018-05-16,Japanese,,,139.0
2013年4月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2011年11月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2018-05-16,Japanese,,,139.0
2012年2月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",48,2015-05-25,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年7月1週目,"中西貴之,BJ","中西貴之,BJ",40,2015-05-26,Japanese,,,139.0
2013年6月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",35,2015-05-25,Japanese,,,139.0
2013年5月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",39,2015-05-25,Japanese,,,139.0
2014年4月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",147,2018-05-16,Japanese,,,558.0
2011年10月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-15,Japanese,,,139.0
2012年7月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2015-05-25,Japanese,,,139.0
2011年12月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2018-05-16,Japanese,,,139.0
2014年1月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2018-05-16,Japanese,,,139.0
2014年9月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2018-05-15,Japanese,,,139.0
2012年4月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2015-05-25,Japanese,,,139.0
2011年6月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2011年3月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",126,2015-06-11,Japanese,,,558.0
2014年7月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",135,2018-05-16,Japanese,,,558.0
2013年3月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2015-05-25,Japanese,,,139.0
2014年4月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",40,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2013年6月4週目],"中西貴之,BJ","中西貴之,BJ",33,2015-05-25,Japanese,,,139.0
2010年11月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",92,2018-05-16,Japanese,,,279.0
2012年4月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",40,2015-05-25,Japanese,,,139.0
2012年1月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2015-05-25,Japanese,,,139.0
2012年5月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2015-05-25,Japanese,,,139.0
2010年7月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",161,2015-06-11,Japanese,,,558.0
2009年5月1週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",24,2015-05-26,Japanese,,,139.0
2012年6月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2015-05-25,Japanese,,,139.0
2009年5月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",23,2015-05-26,Japanese,,,139.0
2012年12月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2015-05-25,Japanese,,,139.0
2011年2月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",112,2015-06-11,Japanese,,,279.0
2011年12月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2018-05-16,Japanese,,,139.0
2012年3月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2015-05-25,Japanese,,,139.0
2014年2月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",21,2018-05-15,Japanese,,,139.0
2010年9月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",39,2018-05-16,Japanese,,,139.0
2009年8月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",167,2015-06-11,Japanese,,,558.0
2012年8月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",50,2015-05-25,Japanese,,,139.0
2011年9月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年9月2週目,"中西貴之,BJ","中西貴之,BJ",28,2015-05-26,Japanese,,,139.0
2010年12月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2018-05-15,Japanese,,,139.0
2013年6月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",32,2018-05-16,Japanese,,,139.0
2013年9月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2018-05-16,Japanese,,,139.0
2011年10月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2018-05-15,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年9月1週目,"中西貴之,BJ","中西貴之,BJ",35,2015-05-26,Japanese,,,139.0
2013年7月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2013年2月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2014年5月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2018-05-16,Japanese,,,139.0
2011年8月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2011年5月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2018-05-15,Japanese,,,139.0
2013年1月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",40,2015-05-25,Japanese,,,139.0
2011年4月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2018-05-16,Japanese,,,139.0
2011年5月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2018-05-16,Japanese,,,139.0
2014年6月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2018-05-16,Japanese,,,139.0
2012年9月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",20,2015-05-25,Japanese,,,139.0
2010年3月2週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2012年3月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",180,2015-06-11,Japanese,,,697.0
2014年1月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",165,2018-05-16,Japanese,,,558.0
2013年2月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2015-05-25,Japanese,,,139.0
2010年8月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2018-05-15,Japanese,,,139.0
2011年12月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",158,2015-06-11,Japanese,,,558.0
2014年10月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2014年7月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2018-05-16,Japanese,,,139.0
2013年5月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2018-05-16,Japanese,,,139.0
2011年12月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2012年6月,"中西貴之,BJ","中西貴之,BJ",171,2015-06-11,Japanese,,,558.0
2012年6月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",32,2015-05-25,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年9月3週目,"中西貴之,BJ","中西貴之,BJ",29,2015-05-26,Japanese,,,139.0
2012年3月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2010年6月2週目,"中西貴之,BJ","中西貴之,BJ",36,2015-06-09,Japanese,,,139.0
2013年3月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2015-05-25,Japanese,,,139.0
2014年8月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2018-05-15,Japanese,,,139.0
2010年8月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",24,2018-05-16,Japanese,,,139.0
2013年8月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2018-05-15,Japanese,,,139.0
2013年10月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2012年6月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2015-05-25,Japanese,,,139.0
2013年12月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",45,2015-05-25,Japanese,,,139.0
2014年2月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",23,2018-05-16,Japanese,,,139.0
2011年4月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",24,2018-05-16,Japanese,,,139.0
2013年5月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",137,2018-05-16,Japanese,,,558.0
2011年11月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",22,2018-05-16,Japanese,,,139.0
2013年7月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2015-05-25,Japanese,,,139.0
2010年9月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",144,2015-06-11,Japanese,,,558.0
2010年3月3週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",30,2018-05-15,Japanese,,,139.0
2012年9月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2018-05-16,Japanese,,,139.0
2010年7月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2018-05-16,Japanese,,,139.0
2012年8月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",176,2015-06-11,Japanese,,,558.0
2013年2月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2015-05-25,Japanese,,,139.0
2010年2月2週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",30,2018-05-16,Japanese,,,139.0
2011年7月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2013年2月4週目,"中西貴之,BJ","中西貴之,BJ",40,2015-05-25,Japanese,,,139.0
2010年9月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",42,2018-05-16,Japanese,,,139.0
2010年5月4週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",27,2015-06-09,Japanese,,,139.0
2011年6月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",29,2018-05-16,Japanese,,,139.0
2012年3月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",47,2015-05-25,Japanese,,,139.0
2013年7月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2015-05-25,Japanese,,,139.0
2010年11月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2011年1月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2018-05-15,Japanese,,,139.0
2011年2月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2018-05-16,Japanese,,,139.0
2011年10月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2013年9月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",40,2018-05-16,Japanese,,,139.0
2011年2月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2018-05-15,Japanese,,,139.0
2012年5月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2015-05-25,Japanese,,,139.0
2009年7月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",203,2015-06-11,Japanese,,,697.0
2012年11月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",25,2015-05-25,Japanese,,,139.0
2013年3月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",169,2018-05-16,Japanese,,,558.0
2013年6月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2015-05-25,Japanese,,,139.0
2013年5月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2018-05-15,Japanese,,,139.0
2014年3月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-15,Japanese,,,139.0
2010年4月1週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",40,2018-05-16,Japanese,,,139.0
2013年11月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",38,2018-05-16,Japanese,,,139.0
2011年6月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",24,2018-05-15,Japanese,,,139.0
2014年2月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2010年11月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2012年10月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",37,2015-05-25,Japanese,,,139.0
2011年9月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2018-05-16,Japanese,,,139.0
2014年10月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",35,2018-05-16,Japanese,,,139.0
2009年11月2週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",36,2015-05-26,Japanese,,,139.0
2010年5月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",160,2015-06-11,Japanese,,,558.0
2012年4月2週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2015-05-25,Japanese,,,139.0
2012年10月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2015-05-25,Japanese,,,139.0
2009年11月4週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",27,2015-05-26,Japanese,,,139.0
2011年9月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2018-05-16,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年7月3週目,"中西貴之,BJ","中西貴之,BJ",89,2015-05-26,Japanese,,,279.0
ヴォイニッチの科学書　有料版　2013年8月3週目,"中西貴之,BJ","中西貴之,BJ",35,2018-05-16,Japanese,,,139.0
2009年11月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2015-05-26,Japanese,,,139.0
2011年2月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",27,2018-05-16,Japanese,,,139.0
2013年11月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",183,2018-05-15,Japanese,,,697.0
ヴォイニッチの科学書　有料版　2012年11月2週目,"中西貴之,BJ","中西貴之,BJ",38,2015-05-25,Japanese,,,139.0
2012年6月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",44,2015-05-25,Japanese,,,139.0
2013年7月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",34,2018-05-16,Japanese,,,139.0
2010年3月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",122,2015-06-11,Japanese,,,558.0
2013年12月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",42,2015-05-25,Japanese,,,139.0
ヴォイニッチの科学書　有料版　2009年8月2週目,"中西貴之,BJ","中西貴之,BJ",26,2015-05-26,Japanese,,,139.0
2009年12月2週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",34,2018-05-16,Japanese,,,139.0
2014年1月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",42,2015-06-05,Japanese,,,139.0
2010年5月1週目 ヴォイニッチの科学書　　,"中西貴之,BJ","中西貴之,BJ",35,2018-05-15,Japanese,,,139.0
2012年10月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",146,2015-06-11,Japanese,,,558.0
2012年2月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2015-05-25,Japanese,,,139.0
2010年8月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",28,2018-05-16,Japanese,,,139.0
2011年11月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",26,2018-05-16,Japanese,,,139.0
2011年5月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",36,2018-05-16,Japanese,,,139.0
2010年10月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",33,2018-05-16,Japanese,,,139.0
2012年9月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",151,2015-06-11,Japanese,,,558.0
2011年9月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",25,2018-05-16,Japanese,,,139.0
2013年9月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2015-05-25,Japanese,,,139.0
2012年5月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",47,2015-05-25,Japanese,,,139.0
2012年11月4週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",61,2015-05-25,Japanese,,,279.0
2010年10月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",23,2018-05-15,Japanese,,,139.0
2011年6月 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",117,2015-06-11,Japanese,,,279.0
2014年1月3週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",31,2018-05-16,Japanese,,,139.0
2010年9月1週目 ヴォイニッチの科学書,"中西貴之,BJ","中西貴之,BJ",30,2015-12-23,Japanese,,,139.0
