name,author,narrator,duration_minutes,release_date,language,star_rating,num_ratings,price_inr
Legends and Myths of Ancient Greece: Heroes [Russian Edition],Nikolay Kun,ArinaLanskaya,472,2012-06-13,Russian,,,668.0
The Rule of Empires,Timothy H.Parsons,ThomasFawley,1531,2014-02-06,English,,,1338.0
The Ancient Alien Question,Philip Coppens,PhilipCoppens,52,2013-04-03,English,,,166.0
Titus Flavius Domitianus,"Suetonius,Thomas Forester-translator",AndreaGiordani,62,2018-10-27,English,,,333.0
Legionär in der römischen Armee,Philip Matyszak,WolfgangSchmidt,66,2018-11-01,German,,,200.0
Germania,"Tacitus,Alfred John Church-translator,William Jackson Brodribb-translator",AndreaGiordani,62,2018-10-26,English,,,333.0
Breve historia de las ciudades del mundo antiguo,Ángel Luis Vera Aranda,JoanMora,326,2014-08-12,Spanish,,,806.0
Die Welt Homers,Jörg Fündling,ElkeDomhardt,70,2018-10-26,German,,,200.0
Dialogue on Orators,"Tacitus,Alfred John Church-translator,William Jackson Brodribb-translator",AndreaGiordani,89,2018-10-26,English,,,333.0
The Life of A Salvius Otho,"Suetonius,Thomas Forester",AndreaGiordani,21,2018-10-26,English,,,166.0
King of the Romans,John Gorman,StuartLangston,417,2002-12-06,English,,,702.0
Finders Keepers,Craig Childs,CraigChilds,431,2018-10-23,English,,,500.0
Empire of Ancient Rome,Michael Burgan,AdamVerner,276,2011-02-15,English,,,501.0
The Fight at the Pass of Thermopylae,uncredited,KatieHaigh,15,2016-03-04,English,,,263.0
"Age of Fable, Part 1",Thomas Bulfinch,GeorgeGuidall,539,2011-06-07,English,,,836.0
Fireworks,i Minds,EllouiseRothwell,8,2009-09-16,English,,,65.0
The Stories of the Months and Days,Reginald CCouzens,JackChekijian,200,2016-05-26,English,,,501.0
"A Book of Golden Deeds, Vol. 1",Charlotte Mary Yonge,"DavidThorn,SusanMcCarthy,BobbieFrohman",200,2014-05-13,English,,,501.0
Legends and Myths of Ancient Greece: Gods [Russian Edition],Nikolay Kun,VladimirKorolev,208,2012-06-13,Russian,,,501.0
Legends and Myths of Ancient Greece: Argonauts [Russian Edition],Nikolay Kun,GalinaZolotukhina,109,2012-06-13,Russian,,,333.0
History for 5th Grade: Ancient History [Russian Edition],V.Suvorova,IlyaGlukhov,197,2012-11-05,Russian,,,501.0
Giulio Cesare: L'uomo che cambiò il destino di Roma,Francesco De Vito,FabioFarnè,79,2015-10-05,Italian,,,36.0
Sword of Empire: Praetorian,Richard Foreman,SamDevereaux,271,2016-08-12,English,,,501.0
Legends and Myths of Ancient Greece: Trojan Cycle [Russian Edition],Nikolay Kun,RadikMukhametzyanov,381,2012-06-13,Russian,,,668.0
Noah: The Real Story,Larry Stone,StephenMcLaughlin,230,2014-07-22,English,,,501.0
Herodotus and Religion in the Persian Wars,Jon D.Mikalson,DrewBirdseye,463,2010-01-07,English,,,668.0
Legends and Myths of Ancient Greece: Thebes Cycle [Russian Edition],Nikolay Kun,ArinaLanskaya,126,2012-06-13,Russian,,,333.0
Sword of Empire: Emperor,Richard Foreman,SamDevereaux,266,2016-08-12,English,,,501.0
Plato and the Tyrant,Anselm Audley,JamesPatrickCronin,95,2016-08-30,English,,,333.0
Warriors of the Cloisters,Christopher I.Beckwith,DougKaye,385,2012-12-03,English,,,668.0
Guerrieri di Roma,Marco Busetta,PieroDiDomenico,474,2012-10-16,Italian,,,267.0
Sword of Empire: Centurion,Richard Foreman,SamDevereaux,279,2016-08-12,English,,,501.0
Legends and Myths of Ancient Greece: Odyssey [Russian Edition],Nikolay Kun,GalinaZolotukhina,208,2012-06-13,Russian,,,501.0
Miti e misteri dell'Egitto,Rudolf Steiner,SilviaCecchini,329,2018-10-15,Italian,,,152.0
Petit cours de Mythologie des Grecs et des Romains,Eugène Géruzez,YannickLopez,199,2018-10-11,French,,,452.0
Book of Myths,Jean Lang,JamesK.White,587,2018-10-29,English,,,836.0
The Life of Artaxerxes,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,68,2018-10-10,English,,,333.0
The Life of Publicola,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,54,2018-10-10,English,,,166.0
The Life of Flamininus,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,56,2018-10-08,English,,,166.0
The Life of Marcellus,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,77,2018-10-08,English,,,333.0
The Life of Themistocles,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,79,2018-10-08,English,,,333.0
The Life of Philopoemen,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,54,2018-10-08,English,,,166.0
The Life of Lucullus,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,124,2018-10-05,English,,,333.0
The Life of Agesilaus,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,101,2018-10-05,English,,,333.0
The Life of Pelopidas,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,83,2018-10-04,English,,,333.0
The Life of Timoleon,"Bernadotte Perrin-translator,Plutarch",AndreaGiordani,84,2019-03-14,English,,,164.0
Boudica,Caitlin C.Gillespie,JenniferM.Dixon,410,2018-10-23,English,,,668.0
The Mystery of the Hanging Garden of Babylon,Stephanie Dalley,NapoleonRyan,490,2014-07-25,English,,,836.0
Breve historia de la mitología griega (Narración en Castellano) [Brief History of Greek Mythology - Castilian Narration],Fernando López Trujillo,MartaMartin,440,2018-09-14,Spanish,,,691.0
La gran aventura de los griegos (Narración en Castellano) [The Great Adventure of the Greeks - Castilian Narration],Javier Negrete,IgnacioLatorre,1498,2018-09-13,Spanish,,,1382.0
Oriental Mythology,"Joseph Campbell,David Kudler-editor",ArthurMorey,1317,2018-08-31,English,,,1338.0
La guerra del Peloponeso [The Peloponnesian War],Online Studio Productions,uncredited,44,2015-05-06,Spanish,,,166.0
Cleopatra: La reina seductora [Cleopatra: The Seductive Queen],Online Studio Productions,uncredited,31,2015-03-25,Spanish,,,166.0
Batalla de las Termopilas [The Battle of Thermopylae],Online Studio Productions,uncredited,29,2015-05-01,Spanish,,,166.0
Las Guerras Médicas [The Greco-Persian Wars],Online Studio Productions,uncredited,35,2015-05-01,Spanish,,,166.0
La Batalla de Cannas: El desastre romano [The Battle of Cannae: The Roman Disaster],Online Studio Productions,uncredited,30,2016-06-16,Spanish,,,166.0
Historia de Egipto: El Egipto predinástico hasta nuestros días [The History of Egypt: Predynastic Egypt Until Today],Online Studio Productions,uncredited,109,2016-06-20,Spanish,,,333.0
Odyssey,Homer,GordonGriffin,928,2016-08-19,English,,,1003.0
Pompeï & Naples,Jules Lemaire,DelphineThéodore,36,2015-01-12,French,,,112.0
The Ajax Dilemma,Paul Woodruff,KaleoGriffith,394,2014-05-23,English,,,668.0
Decadence,David Weir,GrahamHalstead,277,2018-08-14,English,,,501.0
The Origin of Freemasonry,David Harrison,DavidHarrison,91,2011-07-15,English,,,333.0
Greece,uncredited,"KentBroadhurst,RalphByers",101,1999-12-16,English,,,500.0
Ancient Rome,Thomas R.Martin,JohnLescault,531,2018-08-14,English,,,836.0
Antico Egitto,"Maria Pia Cesaretti,Silvia Einaudi,Maria Beatrice Galgano,",AlbertoLori,46,2017-09-29,Italian,,,228.0
"Giulio Cesare. Le decisioni, le astuzie e le abilità per la conquista della gloria tra politica e guerra",Mauro Pasquini,FabioFarnè,110,2016-07-11,Italian,,,75.0
Die sieben Weltwunder,Kai Brodersen,"StefanieMau,EdgarM.Boehlke,IngridElSigai",53,2007-07-27,German,,,367.0
Griechische Geschichte. Von der Tyrannis bis zu den Anfängen Makedoniens,Detlef Lotze,"WalterKreye,IngridElSigai,EdgarM.Böhlke",51,2007-07-27,German,,,367.0
Breve historia de los celtas,Manuel Velasco,MariadelCarmenSiccardi,379,2014-08-12,Spanish,,,691.0
Mysteries of the Ancient World,"Philip Gardiner,Crichton Miller,Dr.Tim Wallace-Murphy","PhilipGardiner,CrichtonMiller,Dr.TimWallace-Murphy",197,2011-07-15,English,,,501.0
Lloyd Pye: Where Did We Come From?,Lloyd Pye,"LloydPye,TheoChalmers",87,2011-07-15,English,,,333.0
Death Keeps His Court,Anselm Audley,JamesWarrior,196,2015-06-19,English,,,501.0
Nourishing Diets,Sally Fallon Morell,DaraRosenberg,649,2018-06-29,English,,,500.0
Jerusalem’s Traitor,Desmond Seward,StephenHoye,716,2014-05-07,English,,,836.0
By the Spear,Ian Worthington,PhilHolland,674,2014-09-10,English,,,836.0
Wandering Greeks,Robert Garland,JohnLee,463,2014-05-23,English,,,668.0
Big Gods,Ara Norenzayan,PaulNixon,513,2014-05-05,English,,,836.0
Breve historia de Roma,MiguelÁngel Novillo López,SergioDoreJr.,491,2014-08-14,Spanish,,,883.0
"The Decline and Fall of the Roman Empire, Volume Two (A.D. 395 to A.D. 641)",Edward Gibbon,CharltonGriffin,2355,2014-01-22,English,,,1338.0
Breve historia de Atila y los hunos,Ana Martos Rubio,JoséCarlosDomínguez,247,2014-08-12,Spanish,,,537.0
Breve historia de la mitología griega,Fernando López Trujillo,MariadelCarmenSiccardi,458,2014-08-11,Spanish,,,806.0
Breve historia de los persas,Jorge Pisa Sánchez,SergioLonardi,485,2014-08-11,Spanish,,,883.0
A Brief History of Roman Britain,Joan P.Alcock,LisaColeman,704,2013-01-28,English,,,721.0
La conquista romana de Hispania [The Roman Conquest of Hispania],Javier Negrete,AlejandroMoreno,649,2018-06-14,Spanish,,,883.0
The Day Democracy Died,Anselm Audley,JulianElfer,133,2015-05-26,English,,,333.0
How to Run a Country,"Marcus Tullius Cicero,Philip Freeman-translator",JamesAdams,77,2013-05-10,English,,,333.0
Marathon,Richard A.Billows,JeremyGage,539,2010-10-26,English,,,836.0
The Story of the Goths,Henry Bradley,CharltonGriffin,585,2015-07-06,English,,,836.0
Les royaumes barbares en Occident en 1 heure,"Magali Coumert,Bruno Dumézil",ThibaultdeMontalembert,63,2013-01-15,French,,,375.0
The Life of Antony,"Plutarch,Bernadotte Perrin",AndreaGiordani,170,2018-06-08,English,,,333.0
The Life of Pompey,"Plutarch,Bernadotte Perrin",AndreaGiordani,187,2018-06-08,English,,,501.0
The Life of Cicero,"Plutarch,Bernadotte Perrin-translator",AndreaGiordani,109,2018-06-08,English,,,333.0
The Life of Romulus,"Plutarch,Bernadotte Perrin-translator",AndreaGiordani,86,2018-06-07,English,,,333.0
The Life of Crassus,"Plutarch,Bernadotte Perrin-translator",AndreaGiordani,93,2018-06-07,English,,,333.0
Breve historia de Babilonia,Juan Luis Montero Fenollós,JoséCarlosDomínguez,313,2014-08-13,Spanish,,,691.0
"A History of Greece, Volume 2",Cyril Robinson,CharltonGriffin,549,2002-08-30,English,,,836.0
La antigüedad,Juan Romay,RamónFernándezdeCastro,36,2014-12-03,Spanish,,,153.0
"Arminius, Alarich, Theoderich. Germanische Herrscher im Kampf gegen Rom",Frank M.Ausbüttel,WolfgangSchmidt,75,2010-03-25,German,,,334.0
Living Biographies of Famous Rulers,"Henry Thomas,Dana Lee Thomas",NadiaMay,524,2000-06-12,English,,,836.0
American Lightning,Howard Blum,JohnH.Mayer,633,2008-09-16,English,,,1005.0
From Democrats to Kings,Michael Scott,MichaelScott,644,2010-06-04,English,,,748.0
A Brief Guide to Celtic Myths and Legends,Martyn Whittock,ChristopherOxford,657,2014-02-28,English,,,721.0
Warlords of Ancient Mexico,Peter G.Tsouras,PaulChristy,687,2014-11-05,English,,,836.0
A Brief History of the Celts,Peter Berresford Ellis,ChristopherOxford,520,2014-02-18,English,,,569.0
Plato's Greater Hippias,Plato,RayChilds,68,2016-03-08,English,,,351.0
Democracy,Paul Cartledge,PaulHodgson,812,2016-06-28,English,,,1003.0
Argonautika,Apollonius Rhodius,JulietStevenson,341,2000-03-16,English,,,702.0
Die Kelten,"Dorothee Ade,Andreas Willmy",ThomasKrause,146,2017-11-10,German,,,200.0
Cleopatra's Kidnappers,Stephen Dando-Collins,PeterGanim,757,2012-10-30,English,,,1003.0
"The History of Rome, Volume 6: Books 40 - 45",Titus Livy,CharltonGriffin,790,2011-12-28,English,,,1003.0
"The History of Rome, Volume 2: Books 6 - 10",Titus Livy,CharltonGriffin,841,2010-09-08,English,,,844.0
"Als die Römer frech geworden. Varus, Hermann und die Katastrophe im Teutoburger Wald",Boris Dreyer,"AxelThielmann,WolfgangSchmidt",73,2010-03-25,German,,,334.0
Black Genesis,"Robert Bauval,Thomas Brophy Ph D",MichaelPage,613,2018-05-22,English,,,836.0
Forgery and Counterforgery,Bart D.Ehrman,NoahMichaelLevine,1527,2014-01-21,English,,,1338.0
"Greek Fire, Poison Arrows, & Scorpion Bombs",Adrienne Mayor,SuzanneToren,537,2010-06-10,English,,,836.0
Nero's Killing Machine,Stephen Dando-Collins,RobertFass,769,2012-11-17,English,,,1003.0
Rosetta Stone,i Minds,EllouiseRothwell,7,2009-09-18,English,,,65.0
Breve historia de la Antigua Grecia,Dionisio Mínguez Fernández,DuvierCardona,225,2014-08-11,Spanish,,,537.0
Mark Antony's Heroes,Stephen Dando-Collins,JohnFitzGibbon,748,2012-12-03,English,,,1003.0
A Most Dangerous Book,Christopher B.Krebs,MarkAshby,471,2013-06-27,English,,,668.0
Mitología griega [Greek Mythology],Online Studio Productions,uncredited,156,2015-11-20,Spanish,,,333.0
The Great Fire of Rome,Stephen Dando-Collins,JohnLescault,537,2010-09-07,English,,,836.0
Blood of the Caesars,Stephen Dando-Collins,RobertBlumenfeld,583,2012-10-16,English,,,836.0
A Brief History of the Anglo-Saxons,Geoffrey Hindley,EleanorDavid,783,2013-02-11,English,,,721.0
Wikinger,Daniel Föller,ThomasKrause,75,2017-12-22,German,,,200.0
The Annals of Tacitus: Excerpts,Cornelius Tacitus,GeorgeWilson,270,2014-01-09,English,,,501.0
Storia di Roma 4,Theodor Mommsen,SilviaCecchini,513,2018-02-22,Italian,,,113.0
Storia di Roma 5,Theodor Mommsen,SilviaCecchini,1134,2018-03-01,Italian,,,228.0
Storia di Roma 1,Theodor Mommsen,SilviaCecchini,536,2017-11-14,Italian,,,228.0
Storia di Roma 6,Theodor Mommsen,SilviaCecchini,1363,2018-03-29,Italian,,,228.0
Il segreto delle piramidi,Jeremy Feldman,"PatriziaCarlesso,MauroFerreri",112,2011-08-10,Italian,,,152.0
Friedrich I. Barbarossa. Kaiser des Römischen Reichs,Elke Bader,HeinerHeusinger,145,2010-12-08,German,,,367.0
有多少你没有听过的上古传说 - 有多少你沒有聽過的上古傳說 [Ancient Legends You've Never Heard of],东篱子-東籬子-Donglizi,文静-文靜-WenJing,787,2018-05-11,Mandarin_chinese,,,1003.0
God Kings,Hugh Montgomery,HughMontgomery,68,2009-05-04,English,,,333.0
Augustus - Krieg und Frieden,Werner Dahlheim,WernerDahlheim,56,2011-03-24,German,,,334.0
Auf einen Wein mit Seneca,Karl Wilhelm Weeber,"LucaZamperoni,HansHenrikWöhler,KarlWilhelmWeber",77,2017-12-11,German,,,200.0
Roma repubblicana,Autori Vari,EugenioFarn,102,2012-07-12,Italian,,,190.0
Briefe von Plinius: Lebensbilder eines Römers aus dem 1. Jahrhundert,Pliniusder Jüngere,AlexanderSenger,64,2015-07-17,German,,,300.0
Kleine Römische Geschichte,Pedro Barceló,WolfgangSchmidt,148,2008-06-25,German,,,535.0
Apostle,Tom Bissell,TomBissell,857,2016-03-01,English,,,1256.0
Arminius der Cherusker. Die Schlacht im Teutoburger Wald,Volker Hage,JürgenFritsche,115,2010-03-11,German,,,233.0
Cäsar lässt grüßen - Die Geschichte der Römer 2,Joachim Fernau,PhillippKreisselmeier,102,2009-09-04,German,,,200.0
Kaiser von morgens bis abends,Jörg Fündling,AxelThielmann,138,2017-11-15,German,,,200.0
The Parthian,Peter Darman,MichaelPage,1443,2018-04-24,English,,,1407.0
Rome and the Mediterranean Vol. 2,Polybius,CharltonGriffin,668,2008-05-28,English,,,836.0
Rom und Karthago,Klaus Zimmermann,WolfgangSchmidt,76,2017-11-29,German,,,200.0
Les Vikings,Michel Datcharry,AlainMoreau,87,2014-05-28,French,,,187.0
Cäsar lässt grüßen. Die Geschichte der Römer,Joachim Fernau,NorbertLanger,145,2006-03-14,German,,,468.0
Vita Romana,Ingemar König,"MichaelHametner,AxelThielmann",133,2008-06-25,German,,,535.0
Cäsar lässt grüßen - Die Geschichte der Römer 4,Joachim Fernau,PhillippKreisselmeier,132,2009-09-07,German,,,200.0
Reise durch die Weltgeschichte 500-200 v.Chr.,Gert Heidenreich,GertHeidenreich,77,2008-04-30,German,,,334.0
Cäsar lässt grüßen - Die Geschichte der Römer 6,Joachim Fernau,PhillippKreisselmeier,112,2009-09-07,German,,,200.0
Cäsar lässt grüßen - Die Geschichte der Römer 5,Joachim Fernau,PhillippKreisselmeier,88,2009-09-07,German,,,200.0
Weltmacht Rom,Ulrich Offenberg,AchimHöppner,266,2014-03-13,German,,,703.0
A Survey of Ancient History,John Pruskin,AlecSand,430,2009-10-19,English,,,668.0
El nacimiento de la República Popular de China [The Birth of the People’s Republic of China],Online Studio Productions,uncredited,40,2015-05-01,Spanish,,,166.0
Cäsar lässt grüßen - Die Geschichte der Römer 3,Joachim Fernau,PhillippKreisselmeier,117,2009-09-04,German,,,200.0
Le guerre civili e la crisi della repubblica romana,Autori Vari,EugenioFarn,105,2012-07-12,Italian,,,190.0
Römer in Köln: Eine Entdeckungsreise in die antike Geschichte der Stadt,Gesa Alena Linnemann,AlexanderSenger,71,2015-07-17,German,,,300.0
Anabasis: Das große Abenteuer des Griechen Xenophon,Xenophon,AlexanderSenger,112,2015-07-17,German,,,468.0
Seven Wonders of the World,i Minds,LucaJamesLee,8,2009-09-11,English,,,65.0
The Invasion of Europe by the Barbarians,John Bagnell Bury,CharltonGriffin,506,2009-07-08,English,,,836.0
Roma arcaica,Autori Vari,EugenioFarn,51,2012-07-12,Italian,,,152.0
"Incidents of Travel in Central America, Chiapas and Yucatan",John Lloyd Stephens,ScottNilsen,688,2009-06-03,English,,,836.0
Dinner with Persephone,Patricia Storace,JillEikenberry,129,1999-12-15,English,,,421.0
Cäsar lässt grüßen - Die Geschichte der Römer 1,Joachim Fernau,PhillippKreisselmeier,135,2009-09-04,German,,,200.0
Karl der Große,Elke Bader,HeinerHeusinger,156,2011-05-11,German,,,367.0
The Jugurthine War & The Conspiracy of Cataline,"Sallust,Cicero",CharltonGriffin,556,2005-01-24,English,,,836.0
"Griechische Antike, Altes Ägypten, Mythos Troja","Wolfgang Suttner,Stephanie Mende,Anke S.Hoffmann",GertHeidenreich,54,2010-04-15,German,,,233.0
"Alexanders Reich, Dekadentes Rom, Die Kelten","Anke S.Hoffmann,Wolfgang Suttner,Stephanie Mende",GertHeidenreich,62,2010-04-15,German,,,233.0
Das alte Ägypten,Sabine Kubisch,MichaelHametner,148,2017-12-08,German,,,200.0
Empire of Ancient Greece,Jean Kinney Williams,B.J.Harrison,280,2010-12-14,English,,,501.0
Genesis,Bill Moyers,"BillMoyers,MandyPatinkin",550,2001-01-24,English,,,902.0
"Götter, Gräber und Gelehrte",C.W.Ceram,FrankArnold,903,2014-02-07,German,,,703.0
A Classical Education,Caroline Taggart,BillWallis,296,2010-01-08,English,,,467.0
The End of the Ancient World and the Beginnings of the Middle Ages,Ferdinand Lot,CharltonGriffin,1044,2014-07-29,English,,,1003.0
"Plutarch's Lives, Volume 2 of 2","Plutarch,John Dryden-translator",B.J.Harrison,2245,2014-10-27,English,,,1338.0
Hellas,Cyril Robinson,CharltonGriffin,591,2006-11-13,English,,,836.0
The Complete Works of Tacitus: Volume 3: The History,Cornelius Tacitus,CharltonGriffin,696,2006-03-12,English,,,836.0
Las Guerras Médicas [The Medical Wars],Online Studio Productions,uncredited,35,2016-06-17,Spanish,,,166.0
The Odes of Pindar,Pindar,CharltonGriffin,319,2007-11-19,English,,,563.0
Pericles and Athens,Andrew Burn,CharltonGriffin,449,2009-12-11,English,,,668.0
"A History of the Roman Republic, Volume 2",Cyril Robinson,CharltonGriffin,668,2005-05-25,English,,,836.0
"The Short Stories of Ambrose Bierce, Volume 1",Ambrose Bierce,ChartonGriffin,189,2005-03-04,English,,,563.0
The Works and Days,"Hesiod,Richmond Lattimore-translator",CharltonGriffin,221,2007-09-20,English,,,563.0
The Crusades,Richard A.Newhall,CharltonGriffin,299,2005-06-06,English,,,501.0
Roman Lives (Unabridged Selections),"Steve Hodson,Plutarch",NicholasFarrell,464,2004-12-26,English,,,668.0
The Complete Works of Tacitus: Volume 4,Cornelius Tacitus,CharltonGriffin,253,2006-03-12,English,,,501.0
"A History of Greece, Volume 1",Cyril Robinson,CharltonGriffin,487,2002-08-30,English,,,836.0
Cleopatra and Antony,Diana Preston,NicoletteMcKenzie,844,2008-12-10,English,,,1003.0
A History of Ancient Sparta,Prof.Timothy B.Shutt,Prof.TimothyB.Shutt,461,2009-05-05,English,,,668.0
"The Decline and Fall of the Roman Empire, Volume 1",Edward Gibbon,"PhilipMadoc,NevilleJason",463,2000-09-01,English,,,668.0
The World of the Ancient Maya,John S.Henderson,NadiaMay,634,2006-11-17,English,,,836.0
Prophets and Kings,Ellen G.White,EddieHernandez,1199,2006-09-01,English,,,1338.0
Pretorianos [Praetorians],Arturo Sánchez Sanz,JuanMiguelDiez,982,2018-02-13,Spanish,,,1036.0
资治通鉴 5 - 資治通鑑 5 [Zizhi Tongjian 5],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,2089,2018-02-12,Mandarin_chinese,,,1338.0
资治通鉴 3 - 資治通鑑 3 [Zizhi Tongjian 3],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,2004,2018-02-12,Mandarin_chinese,,,1338.0
资治通鉴 6 - 資治通鑑 6 [Zizhi Tongjian 6],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,1293,2018-02-12,Mandarin_chinese,,,1338.0
资治通鉴 7 - 資治通鑑 7 [Zizhi Tongjian 7],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,2122,2018-02-12,Mandarin_chinese,,,1338.0
资治通鉴 2 - 資治通鑑 2 [Zizhi Tongjian 2],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,1951,2018-02-12,Mandarin_chinese,,,1338.0
资治通鉴 4 - 資治通鑑 4 [Zizhi Tongjian 4],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,2469,2018-02-12,Mandarin_chinese,,,1338.0
资治通鉴 9 - 資治通鑑 9 [Zizhi Tongjian 9],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,1990,2018-02-12,Mandarin_chinese,,,1338.0
资治通鉴 10 - 資治通鑑 10 [Zizhi Tongjian 10],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,2067,2018-02-12,Mandarin_chinese,,,1338.0
资治通鉴 8 - 資治通鑑 8 [Zizhi Tongjian 8],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,2036,2018-02-12,Mandarin_chinese,,,1338.0
楚汉传奇 - 楚漢傳奇 [The Lengend of Chu and Han] (Audio Drama),王亮-王亮-Wang Liang,陈大钢-陳大鋼-ChenDagang,797,2018-02-12,Mandarin_chinese,,,1003.0
隋唐英雄传之薛仁贵征东 - 隋唐英雄傳之薛仁貴征東 [Heroes in Sui and Tang Dynasties: General Xue Rengui's Expedition to the East] (Audio Drama),anonymous,张圣-張聖-ZhangSheng,410,2018-02-12,Mandarin_chinese,,,668.0
隋唐英雄传之群雄崛起 - 隋唐英雄傳之群雄崛起 [Heroes in Sui and Tang Dynasties: The Rise of the Warlords] (Audio Drama),anonymous,李振-李振-LiZhen,697,2018-02-12,Mandarin_chinese,,,836.0
隋唐英雄传之罗通扫北 - 隋唐英雄傳之羅通掃北 [Heroes in Sui and Tang Dynasties: Luo Tong's Expedition to the North] (Audio Drama),anonymous,张悦-張悅-ZhangYue,455,2018-02-12,Mandarin_chinese,,,668.0
The Grand Strategy of Classical Sparta,Paul A.Rahe,BronsonPinchot,867,2015-11-24,English,,,1003.0
The Dark Ages: 476-918,Charles Oman,CharltonGriffin,1170,2016-10-10,English,,,1338.0
"A History of Rome, Volume 2",Cyril Robinson,CharltonGriffin,490,2002-09-06,English,,,836.0
Revelations,Elaine Pagels,LornaRaver,387,2012-03-06,English,,,879.0
"The Complete Works of Tacitus: Volume 1: The Annals, Part 1",Cornelius Tacitus,CharltonGriffin,573,2006-03-06,English,,,836.0
The Histories,Tacitus,JamesAdams,608,2008-03-21,English,,,836.0
Alexander of Macedon,Harold Lamb,CharltonGriffin,898,2005-04-15,English,,,1003.0
Life in Year One,Scott Korb,ArthurMorey,393,2010-04-02,English,,,668.0
"The Mythology of Ancient Egypt, Mesopotamia, Greece and Rome",Charles Pricheta,AlecSand,613,2010-12-16,English,,,836.0
"The Decline and Fall of the Roman Empire, Volume One",Edward Gibbon,CharltonGriffin,2409,2013-04-08,English,,,1338.0
The Essential Iliad,"Homer,Stanley Lombardo-translator","StanleyLombardo,SusanSarandon-introduction",318,2007-09-28,English,,,586.0
资治通鉴 1 - 資治通鑑 1 [Zizhi Tongjian 1],司马光-司馬光-Sima Guang,白云出岫-白雲出岫-Baiyunchuxiu,2147,2018-02-05,Mandarin_chinese,,,1338.0
The Acts of the Apostles,Ellen G.White,EddieHernandez,1046,2006-09-01,English,,,1003.0
Crates [Crates: The Affable and Inspired Philosopher of the Dog Sect],Online Studio Productions,uncredited,33,2018-01-25,Spanish,,,166.0
Diógenes el Cínico [Diogenes the Cynic],Online Studio Productions,uncredited,36,2018-01-25,Spanish,,,166.0
The Secret History,Procopius,JamesCameronStewart,302,2018-01-24,English,,,486.0
Trade and Taboo,Sarah Bond,LoreleiKing,527,2018-01-04,English,,,836.0
Todo lo que debe saber sobre el Antiguo Egipto [Everything You Need to Know About Ancient Egypt],Luis González González,EduardoWasveiler,1210,2018-01-23,Spanish,,,1382.0
The World Jesus Knew,Seth Pollinger Ph.D,RandySouthern,212,2017-11-27,English,,,501.0
Rome: A History in Seven Sackings,Matthew Kneale,NeilGardner,758,2017-11-28,English,,,721.0
101 Amazing Facts About Ancient Rome,Jack Goldstein,JohnHarnish,35,2017-11-07,English,,,152.0
Brutus,Kathryn Tempest,JenniferM.Dixon,832,2017-11-21,English,,,1003.0
Horrible Histories: Groovy Greeks,"Terry Deary,Martin Brown",TerryDeary,56,2014-03-27,English,,,379.0
司马懿：从龙套到主角 - 司馬懿：從龍套到主角 [Sima Yi: From Nobody to Somebody],章岩-章岩-Zhang Yan,洢秋-洢秋-Yiqiu,500,2017-11-07,Mandarin_chinese,,,836.0
24 Hours in Ancient Rome,Philip Matyszak,JohnTelfer,422,2017-10-05,English,,,569.0
这里曾经是汉朝 1：楚汉争霸 - 這裏曾經是漢朝 1：楚漢爭霸 [The History of the Han Dynasty 1: The Hegemony Between Chu and Han],月望东山-月望東山-Yuewangdongshan,羿风-羿風-Yifeng,981,2017-10-23,Mandarin_chinese,,,1003.0
这里曾经是汉朝 6：帝国夕照 - 這裏曾經是漢朝 6：帝國夕照 [The History of the Han Dynasty 6: Last Years of the Empire],月望东山-月望東山-Yuewangdongshan,羿风-羿風-Yifeng,1126,2017-11-07,Mandarin_chinese,,,1003.0
"""这里曾经是汉朝 5：王莽篡汉 - 這裏曾經是漢朝 5：王莽篡漢 [The History of the Han Dynasty 5: The Usurper Wang Mang",月望东山-月望東山-Yuewangdongshan,羿风-羿風-Yifeng,1059,2017-11-07,Mandarin_chinese,,,1003.0
"""这里曾经是汉朝 2：吕后乱政 - 這裏曾經是漢朝 2：呂后亂政 [The History of the Han Dynasty 2: Power Interference by The Empress Lü Zhi",月望东山-月望東山-Yuewangdongshan,羿风-羿風-Yifeng,987,2017-11-07,Mandarin_chinese,,,1003.0
